County Name,State,2023-07-23
Statewide Unallocated,AL,0
Autauga County ,AL,235
Baldwin County ,AL,731
Barbour County ,AL,104
Bibb County ,AL,111
Blount County ,AL,261
Bullock County ,AL,54
Butler County ,AL,132
Calhoun County ,AL,683
Chambers County ,AL,172
Cherokee County ,AL,89
Chilton County ,AL,221
Choctaw County ,AL,39
Clarke County ,AL,107
Clay County ,AL,94
Cleburne County ,AL,73
Coffee County ,AL,246
Colbert County ,AL,279
Conecuh County ,AL,76
Coosa County ,AL,64
Covington County ,AL,266
Crenshaw County ,AL,111
Cullman County ,AL,400
Dale County ,AL,245
Dallas County ,AL,260
DeKalb County ,AL,347
Elmore County ,AL,364
Escambia County ,AL,181
Etowah County ,AL,696
Fayette County ,AL,100
Franklin County ,AL,154
Geneva County ,AL,174
Greene County ,AL,54
Hale County ,AL,110
Henry County ,AL,79
Houston County ,AL,532
Jackson County ,AL,257
Jefferson County ,AL,2536
Lamar County ,AL,74
Lauderdale County ,AL,423
Lawrence County ,AL,181
Lee County ,AL,373
Limestone County ,AL,324
Lowndes County ,AL,81
Macon County ,AL,90
Madison County ,AL,1068
Marengo County ,AL,116
Marion County ,AL,161
Marshall County ,AL,411
Mobile County ,AL,1810
Monroe County ,AL,88
Montgomery County ,AL,1016
Morgan County ,AL,554
Perry County ,AL,49
Pickens County ,AL,122
Pike County ,AL,144
Randolph County ,AL,80
Russell County ,AL,101
St. Clair County ,AL,443
Shelby County ,AL,488
Sumter County ,AL,55
Talladega County ,AL,402
Tallapoosa County ,AL,255
Tuscaloosa County ,AL,858
Walker County ,AL,482
Washington County ,AL,61
Wilcox County ,AL,48
Winston County ,AL,143
Statewide Unallocated,AK,0
Aleutians East Borough ,AK,2
Aleutians West Census Area ,AK,3
Municipality of Anchorage,AK,619
Bethel Census Area ,AK,48
Bristol Bay Borough ,AK,2
Denali Borough ,AK,1
Dillingham Census Area ,AK,13
Fairbanks North Star Borough ,AK,171
Haines Borough ,AK,2
Hoonah-Angoon Census Area ,AK,0
City and Borough of Juneau,AK,28
Kenai Peninsula Borough ,AK,125
Ketchikan Gateway Borough ,AK,27
Kodiak Island Borough ,AK,13
Kusilvak Census Area ,AK,4
Lake and Peninsula Borough ,AK,0
Matanuska-Susitna Borough ,AK,276
Nome Census Area ,AK,7
North Slope Borough ,AK,16
Northwest Arctic Borough ,AK,22
Petersburg Borough ,AK,2
Prince of Wales - Hyder Census Area ,AK,4
City and Borough of Sitka,AK,10
Municipality of Skagway,AK,0
Southeast Fairbanks Census Area ,AK,21
Valdez-Cordova Census Area ,AK,23
City and Borough of Wrangell,AK,0
City and Borough of Yakutat,AK,2
Yukon-Koyukuk Census Area ,AK,16
Statewide Unallocated,AZ,0
Apache County ,AZ,608
Cochise County ,AZ,564
Coconino County ,AZ,472
Gila County ,AZ,379
Graham County ,AZ,176
Greenlee County ,AZ,32
La Paz County ,AZ,143
Maricopa County ,AZ,17103
Mohave County ,AZ,1435
Navajo County ,AZ,902
Pima County ,AZ,3803
Pinal County ,AZ,1645
Santa Cruz County ,AZ,228
Yavapai County ,AZ,1195
Yuma County ,AZ,1167
Statewide Unallocated,AR,0
Arkansas County ,AR,95
Ashley County ,AR,83
Baxter County ,AR,284
Benton County ,AR,1006
Boone County ,AR,204
Bradley County ,AR,57
Calhoun County ,AR,15
Carroll County ,AR,123
Chicot County ,AR,65
Clark County ,AR,92
Clay County ,AR,102
Cleburne County ,AR,148
Cleveland County ,AR,42
Columbia County ,AR,106
Conway County ,AR,84
Craighead County ,AR,388
Crawford County ,AR,295
Crittenden County ,AR,246
Cross County ,AR,106
Dallas County ,AR,41
Desha County ,AR,45
Drew County ,AR,84
Faulkner County ,AR,360
Franklin County ,AR,83
Fulton County ,AR,99
Garland County ,AR,583
Grant County ,AR,66
Greene County ,AR,201
Hempstead County ,AR,83
Hot Spring County ,AR,162
Howard County ,AR,64
Independence County ,AR,231
Izard County ,AR,78
Jackson County ,AR,76
Jefferson County ,AR,316
Johnson County ,AR,104
Lafayette County ,AR,30
Lawrence County ,AR,90
Lee County ,AR,68
Lincoln County ,AR,70
Little River County ,AR,109
Logan County ,AR,91
Lonoke County ,AR,270
Madison County ,AR,69
Marion County ,AR,95
Miller County ,AR,210
Mississippi County ,AR,236
Monroe County ,AR,40
Montgomery County ,AR,67
Nevada County ,AR,47
Newton County ,AR,54
Ouachita County ,AR,127
Perry County ,AR,43
Phillips County ,AR,106
Pike County ,AR,49
Poinsett County ,AR,140
Polk County ,AR,161
Pope County ,AR,230
Prairie County ,AR,46
Pulaski County ,AR,1325
Randolph County ,AR,107
St. Francis County ,AR,112
Saline County ,AR,396
Scott County ,AR,49
Searcy County ,AR,53
Sebastian County ,AR,589
Sevier County ,AR,84
Sharp County ,AR,123
Stone County ,AR,80
Union County ,AR,207
Van Buren County ,AR,67
Washington County ,AR,712
White County ,AR,342
Woodruff County ,AR,33
Yell County ,AR,118
Statewide Unallocated,CA,0
Alameda County ,CA,2172
Alpine County ,CA,0
Amador County ,CA,100
Butte County ,CA,503
Calaveras County ,CA,144
Colusa County ,CA,24
Contra Costa County ,CA,1604
Del Norte County ,CA,62
El Dorado County ,CA,248
Fresno County ,CA,3031
Glenn County ,CA,56
Humboldt County ,CA,172
Imperial County ,CA,987
Inyo County ,CA,63
Kern County ,CA,2502
Kings County ,CA,487
Lake County ,CA,165
Lassen County ,CA,65
Los Angeles County ,CA,36317
Madera County ,CA,377
Marin County ,CA,260
Mariposa County ,CA,32
Mendocino County ,CA,146
Merced County ,CA,904
Modoc County ,CA,11
Mono County ,CA,8
Monterey County ,CA,817
Napa County ,CA,182
Nevada County ,CA,139
Orange County ,CA,8235
Placer County ,CA,687
Plumas County ,CA,15
Riverside County ,CA,6863
Sacramento County ,CA,3627
San Benito County ,CA,117
San Bernardino County ,CA,8144
San Diego County ,CA,5900
City and County of San Francisco,CA,1235
San Joaquin County ,CA,2463
San Luis Obispo County ,CA,586
San Mateo County ,CA,747
Santa Barbara County ,CA,777
Santa Clara County ,CA,2844
Santa Cruz County ,CA,277
Shasta County ,CA,612
Sierra County ,CA,5
Siskiyou County ,CA,97
Solano County ,CA,476
Sonoma County ,CA,578
Stanislaus County ,CA,1869
Sutter County ,CA,242
Tehama County ,CA,241
Trinity County ,CA,25
Tulare County ,CA,1603
Tuolumne County ,CA,212
Ventura County ,CA,1708
Yolo County ,CA,459
Yuba County ,CA,134
Statewide Unallocated,CO,0
Adams County ,CO,1506
Alamosa County ,CO,69
Arapahoe County ,CO,1425
Archuleta County ,CO,16
Baca County ,CO,20
Bent County ,CO,51
Boulder County ,CO,478
City and County of Broomfield,CO,139
Chaffee County ,CO,58
Cheyenne County ,CO,9
Clear Creek County ,CO,12
Conejos County ,CO,60
Costilla County ,CO,18
Crowley County ,CO,33
Custer County ,CO,21
Delta County ,CO,171
City and County of Denver,CO,1571
Dolores County ,CO,8
Douglas County ,CO,527
Eagle County ,CO,41
Elbert County ,CO,47
El Paso County ,CO,1959
Fremont County ,CO,217
Garfield County ,CO,110
Gilpin County ,CO,4
Grand County ,CO,30
Gunnison County ,CO,14
Hinsdale County ,CO,0
Huerfano County ,CO,42
Jackson County ,CO,0
Jefferson County ,CO,1611
Kiowa County ,CO,6
Kit Carson County ,CO,33
Lake County ,CO,2
La Plata County ,CO,108
Larimer County ,CO,633
Las Animas County ,CO,55
Lincoln County ,CO,9
Logan County ,CO,122
Mesa County ,CO,658
Mineral County ,CO,2
Moffat County ,CO,56
Montezuma County ,CO,98
Montrose County ,CO,191
Morgan County ,CO,154
Otero County ,CO,137
Ouray County ,CO,6
Park County ,CO,24
Phillips County ,CO,21
Pitkin County ,CO,7
Prowers County ,CO,53
Pueblo County ,CO,901
Rio Blanco County ,CO,16
Rio Grande County ,CO,48
Routt County ,CO,34
Saguache County ,CO,12
San Juan County ,CO,0
San Miguel County ,CO,8
Sedgwick County ,CO,10
Summit County ,CO,15
Teller County ,CO,64
Washington County ,CO,28
Weld County ,CO,716
Yuma County ,CO,28
Statewide Unallocated,CT,2
Fairfield County ,CT,2747
Hartford County ,CT,3188
Litchfield County ,CT,468
Middlesex County ,CT,488
New Haven County ,CT,2871
New London County ,CT,679
Tolland County ,CT,281
Windham County ,CT,310
Statewide Unallocated,DE,0
Kent County ,DE,747
New Castle County ,DE,1667
Sussex County ,DE,1026
Statewide Unallocated,DC,0
District of Columbia ,DC,1392
Statewide Unallocated,FL,52102
Alachua County ,FL,285
Baker County ,FL,62
Bay County ,FL,394
Bradford County ,FL,58
Brevard County ,FL,914
Broward County ,FL,3079
Calhoun County ,FL,45
Charlotte County ,FL,437
Citrus County ,FL,463
Clay County ,FL,352
Collier County ,FL,551
Columbia County ,FL,170
DeSoto County ,FL,97
Dixie County ,FL,24
Duval County ,FL,1483
Escambia County ,FL,706
Flagler County ,FL,114
Franklin County ,FL,20
Gadsden County ,FL,99
Gilchrist County ,FL,44
Glades County ,FL,19
Gulf County ,FL,45
Hamilton County ,FL,25
Hardee County ,FL,45
Hendry County ,FL,87
Hernando County ,FL,482
Highlands County ,FL,366
Hillsborough County ,FL,1832
Holmes County ,FL,49
Indian River County ,FL,306
Jackson County ,FL,158
Jefferson County ,FL,28
Lafayette County ,FL,26
Lake County ,FL,663
Lee County ,FL,1009
Leon County ,FL,332
Levy County ,FL,56
Liberty County ,FL,16
Madison County ,FL,45
Manatee County ,FL,689
Marion County ,FL,996
Martin County ,FL,335
Miami-Dade County ,FL,6472
Monroe County ,FL,52
Nassau County ,FL,127
Okaloosa County ,FL,367
Okeechobee County ,FL,89
Orange County ,FL,1310
Osceola County ,FL,529
Palm Beach County ,FL,2883
Pasco County ,FL,802
Pinellas County ,FL,1671
Polk County ,FL,1387
Putnam County ,FL,160
St. Johns County ,FL,221
St. Lucie County ,FL,657
Santa Rosa County ,FL,291
Sarasota County ,FL,844
Seminole County ,FL,516
Sumter County ,FL,284
Suwannee County ,FL,140
Taylor County ,FL,48
Union County ,FL,74
Volusia County ,FL,846
Wakulla County ,FL,56
Walton County ,FL,89
Washington County ,FL,52
Statewide Unallocated,GA,1665
Appling County ,GA,135
Atkinson County ,GA,57
Bacon County ,GA,82
Baker County ,GA,15
Baldwin County ,GA,262
Banks County ,GA,101
Barrow County ,GA,291
Bartow County ,GA,485
Ben Hill County ,GA,125
Berrien County ,GA,96
Bibb County ,GA,832
Bleckley County ,GA,110
Brantley County ,GA,115
Brooks County ,GA,99
Bryan County ,GA,111
Bulloch County ,GA,283
Burke County ,GA,124
Butts County ,GA,180
Calhoun County ,GA,25
Camden County ,GA,139
Candler County ,GA,110
Carroll County ,GA,500
Catoosa County ,GA,204
Charlton County ,GA,65
Chatham County ,GA,1032
Chattahoochee County ,GA,24
Chattooga County ,GA,152
Cherokee County ,GA,710
Clarke County ,GA,263
Clay County ,GA,7
Clayton County ,GA,1088
Clinch County ,GA,46
Cobb County ,GA,2089
Coffee County ,GA,305
Colquitt County ,GA,277
Columbia County ,GA,437
Cook County ,GA,83
Coweta County ,GA,527
Crawford County ,GA,64
Crisp County ,GA,145
Dade County ,GA,44
Dawson County ,GA,108
Decatur County ,GA,143
DeKalb County ,GA,1972
Dodge County ,GA,174
Dooly County ,GA,76
Dougherty County ,GA,569
Douglas County ,GA,461
Early County ,GA,65
Echols County ,GA,12
Effingham County ,GA,217
Elbert County ,GA,120
Emanuel County ,GA,168
Evans County ,GA,70
Fannin County ,GA,180
Fayette County ,GA,384
Floyd County ,GA,570
Forsyth County ,GA,465
Franklin County ,GA,115
Fulton County ,GA,2658
Gilmer County ,GA,199
Glascock County ,GA,31
Glynn County ,GA,441
Gordon County ,GA,303
Grady County ,GA,114
Greene County ,GA,91
Gwinnett County ,GA,2116
Habersham County ,GA,288
Hall County ,GA,929
Hancock County ,GA,91
Haralson County ,GA,186
Harris County ,GA,124
Hart County ,GA,111
Heard County ,GA,61
Henry County ,GA,757
Houston County ,GA,542
Irwin County ,GA,57
Jackson County ,GA,314
Jasper County ,GA,82
Jeff Davis County ,GA,77
Jefferson County ,GA,121
Jenkins County ,GA,69
Johnson County ,GA,86
Jones County ,GA,127
Lamar County ,GA,131
Lanier County ,GA,32
Laurens County ,GA,328
Lee County ,GA,113
Liberty County ,GA,166
Lincoln County ,GA,40
Long County ,GA,36
Lowndes County ,GA,434
Lumpkin County ,GA,139
McDuffie County ,GA,114
McIntosh County ,GA,39
Macon County ,GA,54
Madison County ,GA,123
Marion County ,GA,57
Meriwether County ,GA,158
Miller County ,GA,31
Mitchell County ,GA,127
Monroe County ,GA,185
Montgomery County ,GA,56
Morgan County ,GA,75
Murray County ,GA,205
Muscogee County ,GA,925
Newton County ,GA,497
Oconee County ,GA,116
Oglethorpe County ,GA,65
Paulding County ,GA,476
Peach County ,GA,151
Pickens County ,GA,194
Pierce County ,GA,143
Pike County ,GA,108
Polk County ,GA,214
Pulaski County ,GA,84
Putnam County ,GA,114
Quitman County ,GA,5
Rabun County ,GA,106
Randolph County ,GA,50
Richmond County ,GA,971
Rockdale County ,GA,350
Schley County ,GA,11
Screven County ,GA,76
Seminole County ,GA,39
Spalding County ,GA,450
Stephens County ,GA,183
Stewart County ,GA,36
Sumter County ,GA,188
Talbot County ,GA,35
Taliaferro County ,GA,4
Tattnall County ,GA,144
Taylor County ,GA,53
Telfair County ,GA,90
Terrell County ,GA,71
Thomas County ,GA,235
Tift County ,GA,238
Toombs County ,GA,216
Towns County ,GA,127
Treutlen County ,GA,71
Troup County ,GA,425
Turner County ,GA,65
Twiggs County ,GA,74
Union County ,GA,181
Upson County ,GA,259
Walker County ,GA,290
Walton County ,GA,479
Ware County ,GA,304
Warren County ,GA,35
Washington County ,GA,141
Wayne County ,GA,222
Webster County ,GA,10
Wheeler County ,GA,39
White County ,GA,185
Whitfield County ,GA,492
Wilcox County ,GA,73
Wilkes County ,GA,55
Wilkinson County ,GA,67
Worth County ,GA,128
Statewide Unallocated,HI,375
Hawaii County ,HI,209
City and County of Honolulu,HI,1184
Kalawao County ,HI,0
Kauai County ,HI,37
Maui County ,HI,150
Statewide Unallocated,ID,0
Ada County ,ID,1158
Adams County ,ID,17
Bannock County ,ID,283
Bear Lake County ,ID,19
Benewah County ,ID,47
Bingham County ,ID,177
Blaine County ,ID,34
Boise County ,ID,15
Bonner County ,ID,205
Bonneville County ,ID,310
Boundary County ,ID,70
Butte County ,ID,12
Camas County ,ID,2
Canyon County ,ID,744
Caribou County ,ID,35
Cassia County ,ID,61
Clark County ,ID,1
Clearwater County ,ID,40
Custer County ,ID,9
Elmore County ,ID,76
Franklin County ,ID,31
Fremont County ,ID,30
Gem County ,ID,88
Gooding County ,ID,60
Idaho County ,ID,58
Jefferson County ,ID,71
Jerome County ,ID,68
Kootenai County ,ID,686
Latah County ,ID,62
Lemhi County ,ID,28
Lewis County ,ID,32
Lincoln County ,ID,15
Madison County ,ID,59
Minidoka County ,ID,71
Nez Perce County ,ID,163
Oneida County ,ID,13
Owyhee County ,ID,56
Payette County ,ID,95
Power County ,ID,20
Shoshone County ,ID,82
Teton County ,ID,9
Twin Falls County ,ID,319
Valley County ,ID,20
Washington County ,ID,62
Statewide Unallocated,IL,11375
Adams County ,IL,225
Alexander County ,IL,16
Bond County ,IL,31
Boone County ,IL,124
Brown County ,IL,17
Bureau County ,IL,130
Calhoun County ,IL,6
Carroll County ,IL,53
Cass County ,IL,37
Champaign County ,IL,305
Christian County ,IL,116
Clark County ,IL,54
Clay County ,IL,74
Clinton County ,IL,118
Coles County ,IL,185
Cook County ,IL,7342
Crawford County ,IL,48
Cumberland County ,IL,39
DeKalb County ,IL,207
De Witt County ,IL,41
Douglas County ,IL,59
DuPage County ,IL,1805
Edgar County ,IL,60
Edwards County ,IL,29
Effingham County ,IL,146
Fayette County ,IL,101
Ford County ,IL,70
Franklin County ,IL,180
Fulton County ,IL,136
Gallatin County ,IL,20
Greene County ,IL,48
Grundy County ,IL,148
Hamilton County ,IL,32
Hancock County ,IL,51
Hardin County ,IL,20
Henderson County ,IL,19
Henry County ,IL,127
Iroquois County ,IL,129
Jackson County ,IL,136
Jasper County ,IL,32
Jefferson County ,IL,181
Jersey County ,IL,76
Jo Daviess County ,IL,45
Johnson County ,IL,42
Kane County ,IL,1184
Kankakee County ,IL,381
Kendall County ,IL,170
Knox County ,IL,234
Lake County ,IL,1499
LaSalle County ,IL,449
Lawrence County ,IL,45
Lee County ,IL,89
Livingston County ,IL,142
Logan County ,IL,96
McDonough County ,IL,108
McHenry County ,IL,513
McLean County ,IL,325
Macon County ,IL,363
Macoupin County ,IL,146
Madison County ,IL,844
Marion County ,IL,220
Marshall County ,IL,33
Mason County ,IL,66
Massac County ,IL,71
Menard County ,IL,25
Mercer County ,IL,51
Monroe County ,IL,135
Montgomery County ,IL,109
Morgan County ,IL,134
Moultrie County ,IL,51
Ogle County ,IL,137
Peoria County ,IL,565
Perry County ,IL,99
Piatt County ,IL,23
Pike County ,IL,70
Pope County ,IL,9
Pulaski County ,IL,24
Putnam County ,IL,11
Randolph County ,IL,133
Richland County ,IL,77
Rock Island County ,IL,508
St. Clair County ,IL,800
Saline County ,IL,105
Sangamon County ,IL,431
Schuyler County ,IL,17
Scott County ,IL,14
Shelby County ,IL,80
Stark County ,IL,39
Stephenson County ,IL,178
Tazewell County ,IL,502
Union County ,IL,67
Vermilion County ,IL,313
Wabash County ,IL,30
Warren County ,IL,87
Washington County ,IL,36
Wayne County ,IL,91
White County ,IL,53
Whiteside County ,IL,242
Will County ,IL,1660
Williamson County ,IL,267
Winnebago County ,IL,877
Woodford County ,IL,118
Statewide Unallocated,IN,2586
Adams County ,IN,112
Allen County ,IN,1173
Bartholomew County ,IN,249
Benton County ,IN,21
Blackford County ,IN,69
Boone County ,IN,181
Brown County ,IN,62
Carroll County ,IN,67
Cass County ,IN,163
Clark County ,IN,395
Clay County ,IN,87
Clinton County ,IN,124
Crawford County ,IN,38
Daviess County ,IN,151
Dearborn County ,IN,139
Decatur County ,IN,145
DeKalb County ,IN,149
Delaware County ,IN,440
Dubois County ,IN,165
Elkhart County ,IN,728
Fayette County ,IN,146
Floyd County ,IN,297
Fountain County ,IN,101
Franklin County ,IN,65
Fulton County ,IN,102
Gibson County ,IN,145
Grant County ,IN,345
Greene County ,IN,139
Hamilton County ,IN,656
Hancock County ,IN,258
Harrison County ,IN,138
Hendricks County ,IN,552
Henry County ,IN,229
Howard County ,IN,445
Huntington County ,IN,155
Jackson County ,IN,130
Jasper County ,IN,147
Jay County ,IN,78
Jefferson County ,IN,154
Jennings County ,IN,108
Johnson County ,IN,610
Knox County ,IN,153
Kosciusko County ,IN,236
LaGrange County ,IN,102
Lake County ,IN,1813
LaPorte County ,IN,365
Lawrence County ,IN,258
Madison County ,IN,647
Marion County ,IN,2966
Marshall County ,IN,195
Martin County ,IN,25
Miami County ,IN,159
Monroe County ,IN,279
Montgomery County ,IN,164
Morgan County ,IN,286
Newton County ,IN,68
Noble County ,IN,156
Ohio County ,IN,19
Orange County ,IN,96
Owen County ,IN,118
Parke County ,IN,49
Perry County ,IN,68
Pike County ,IN,49
Porter County ,IN,558
Posey County ,IN,58
Pulaski County ,IN,86
Putnam County ,IN,127
Randolph County ,IN,147
Ripley County ,IN,138
Rush County ,IN,58
St. Joseph County ,IN,863
Scott County ,IN,106
Shelby County ,IN,181
Spencer County ,IN,60
Starke County ,IN,96
Steuben County ,IN,120
Sullivan County ,IN,76
Switzerland County ,IN,20
Tippecanoe County ,IN,392
Tipton County ,IN,87
Union County ,IN,21
Vanderburgh County ,IN,621
Vermillion County ,IN,74
Vigo County ,IN,410
Wabash County ,IN,154
Warren County ,IN,30
Warrick County ,IN,237
Washington County ,IN,81
Wayne County ,IN,334
Wells County ,IN,132
White County ,IN,94
Whitley County ,IN,83
Statewide Unallocated,IA,0
Adair County ,IA,52
Adams County ,IA,14
Allamakee County ,IA,67
Appanoose County ,IA,80
Audubon County ,IA,24
Benton County ,IA,82
Black Hawk County ,IA,520
Boone County ,IA,67
Bremer County ,IA,87
Buchanan County ,IA,67
Buena Vista County ,IA,65
Butler County ,IA,61
Calhoun County ,IA,26
Carroll County ,IA,82
Cass County ,IA,87
Cedar County ,IA,46
Cerro Gordo County ,IA,180
Cherokee County ,IA,73
Chickasaw County ,IA,37
Clarke County ,IA,42
Clay County ,IA,52
Clayton County ,IA,80
Clinton County ,IA,167
Crawford County ,IA,59
Dallas County ,IA,157
Davis County ,IA,35
Decatur County ,IA,28
Delaware County ,IA,71
Des Moines County ,IA,160
Dickinson County ,IA,77
Dubuque County ,IA,325
Emmet County ,IA,55
Fayette County ,IA,86
Floyd County ,IA,69
Franklin County ,IA,48
Fremont County ,IA,29
Greene County ,IA,28
Grundy County ,IA,50
Guthrie County ,IA,48
Hamilton County ,IA,87
Hancock County ,IA,51
Hardin County ,IA,70
Harrison County ,IA,101
Henry County ,IA,82
Howard County ,IA,37
Humboldt County ,IA,43
Ida County ,IA,51
Iowa County ,IA,53
Jackson County ,IA,74
Jasper County ,IA,124
Jefferson County ,IA,60
Johnson County ,IA,173
Jones County ,IA,82
Keokuk County ,IA,54
Kossuth County ,IA,97
Lee County ,IA,148
Linn County ,IA,654
Louisa County ,IA,67
Lucas County ,IA,33
Lyon County ,IA,55
Madison County ,IA,45
Mahaska County ,IA,95
Marion County ,IA,133
Marshall County ,IA,131
Mills County ,IA,46
Mitchell County ,IA,50
Monona County ,IA,53
Monroe County ,IA,52
Montgomery County ,IA,59
Muscatine County ,IA,139
O'Brien County ,IA,73
Osceola County ,IA,23
Page County ,IA,54
Palo Alto County ,IA,41
Plymouth County ,IA,112
Pocahontas County ,IA,31
Polk County ,IA,1201
Pottawattamie County ,IA,349
Poweshiek County ,IA,65
Ringgold County ,IA,42
Sac County ,IA,42
Scott County ,IA,439
Shelby County ,IA,56
Sioux County ,IA,96
Story County ,IA,101
Tama County ,IA,100
Taylor County ,IA,25
Union County ,IA,54
Van Buren County ,IA,28
Wapello County ,IA,220
Warren County ,IA,152
Washington County ,IA,88
Wayne County ,IA,34
Webster County ,IA,185
Winnebago County ,IA,47
Winneshiek County ,IA,55
Woodbury County ,IA,356
Worth County ,IA,17
Wright County ,IA,70
Statewide Unallocated,KS,1832
Allen County ,KS,53
Anderson County ,KS,29
Atchison County ,KS,34
Barber County ,KS,8
Barton County ,KS,96
Bourbon County ,KS,52
Brown County ,KS,46
Butler County ,KS,184
Chase County ,KS,7
Chautauqua County ,KS,17
Cherokee County ,KS,84
Cheyenne County ,KS,14
Clark County ,KS,8
Clay County ,KS,35
Cloud County ,KS,36
Coffey County ,KS,42
Comanche County ,KS,16
Cowley County ,KS,152
Crawford County ,KS,128
Decatur County ,KS,20
Dickinson County ,KS,78
Doniphan County ,KS,34
Douglas County ,KS,136
Edwards County ,KS,13
Elk County ,KS,10
Ellis County ,KS,81
Ellsworth County ,KS,32
Finney County ,KS,112
Ford County ,KS,113
Franklin County ,KS,81
Geary County ,KS,75
Gove County ,KS,23
Graham County ,KS,15
Grant County ,KS,36
Gray County ,KS,23
Greeley County ,KS,3
Greenwood County ,KS,23
Hamilton County ,KS,3
Harper County ,KS,27
Harvey County ,KS,123
Haskell County ,KS,11
Hodgeman County ,KS,10
Jackson County ,KS,29
Jefferson County ,KS,61
Jewell County ,KS,13
Johnson County ,KS,1199
Kearny County ,KS,20
Kingman County ,KS,28
Kiowa County ,KS,7
Labette County ,KS,74
Lane County ,KS,12
Leavenworth County ,KS,183
Lincoln County ,KS,10
Linn County ,KS,28
Logan County ,KS,13
Lyon County ,KS,120
McPherson County ,KS,126
Marion County ,KS,43
Marshall County ,KS,42
Meade County ,KS,20
Miami County ,KS,93
Mitchell County ,KS,22
Montgomery County ,KS,154
Morris County ,KS,28
Morton County ,KS,11
Nemaha County ,KS,60
Neosho County ,KS,66
Ness County ,KS,18
Norton County ,KS,37
Osage County ,KS,49
Osborne County ,KS,17
Ottawa County ,KS,17
Pawnee County ,KS,24
Phillips County ,KS,30
Pottawatomie County ,KS,55
Pratt County ,KS,30
Rawlins County ,KS,9
Reno County ,KS,228
Republic County ,KS,16
Rice County ,KS,23
Riley County ,KS,81
Rooks County ,KS,20
Rush County ,KS,18
Russell County ,KS,37
Saline County ,KS,239
Scott County ,KS,34
Sedgwick County ,KS,1360
Seward County ,KS,59
Shawnee County ,KS,612
Sheridan County ,KS,18
Sherman County ,KS,20
Smith County ,KS,7
Stafford County ,KS,26
Stanton County ,KS,8
Stevens County ,KS,20
Sumner County ,KS,70
Thomas County ,KS,28
Trego County ,KS,10
Wabaunsee County ,KS,22
Wallace County ,KS,5
Washington County ,KS,22
Wichita County ,KS,8
Wilson County ,KS,43
Woodson County ,KS,15
Wyandotte County ,KS,477
Statewide Unallocated,KY,0
Adair County ,KY,115
Allen County ,KY,125
Anderson County ,KY,79
Ballard County ,KY,37
Barren County ,KY,239
Bath County ,KY,53
Bell County ,KY,172
Boone County ,KY,353
Bourbon County ,KY,74
Boyd County ,KY,210
Boyle County ,KY,165
Bracken County ,KY,29
Breathitt County ,KY,72
Breckinridge County ,KY,89
Bullitt County ,KY,258
Butler County ,KY,58
Caldwell County ,KY,66
Calloway County ,KY,105
Campbell County ,KY,212
Carlisle County ,KY,24
Carroll County ,KY,54
Carter County ,KY,122
Casey County ,KY,84
Christian County ,KY,235
Clark County ,KY,83
Clay County ,KY,110
Clinton County ,KY,58
Crittenden County ,KY,58
Cumberland County ,KY,35
Daviess County ,KY,447
Edmonson County ,KY,57
Elliott County ,KY,22
Estill County ,KY,58
Fayette County ,KY,724
Fleming County ,KY,74
Floyd County ,KY,254
Franklin County ,KY,191
Fulton County ,KY,35
Gallatin County ,KY,57
Garrard County ,KY,93
Grant County ,KY,74
Graves County ,KY,205
Grayson County ,KY,151
Green County ,KY,51
Greenup County ,KY,159
Hancock County ,KY,30
Hardin County ,KY,491
Harlan County ,KY,233
Harrison County ,KY,91
Hart County ,KY,110
Henderson County ,KY,185
Henry County ,KY,61
Hickman County ,KY,31
Hopkins County ,KY,283
Jackson County ,KY,84
Jefferson County ,KY,2676
Jessamine County ,KY,168
Johnson County ,KY,138
Kenton County ,KY,472
Knott County ,KY,77
Knox County ,KY,174
LaRue County ,KY,80
Laurel County ,KY,288
Lawrence County ,KY,80
Lee County ,KY,59
Leslie County ,KY,60
Letcher County ,KY,138
Lewis County ,KY,94
Lincoln County ,KY,151
Livingston County ,KY,66
Logan County ,KY,140
Lyon County ,KY,41
McCracken County ,KY,311
McCreary County ,KY,91
McLean County ,KY,62
Madison County ,KY,310
Magoffin County ,KY,62
Marion County ,KY,92
Marshall County ,KY,129
Martin County ,KY,54
Mason County ,KY,117
Meade County ,KY,69
Menifee County ,KY,36
Mercer County ,KY,118
Metcalfe County ,KY,77
Monroe County ,KY,90
Montgomery County ,KY,128
Morgan County ,KY,36
Muhlenberg County ,KY,135
Nelson County ,KY,171
Nicholas County ,KY,35
Ohio County ,KY,123
Oldham County ,KY,164
Owen County ,KY,40
Owsley County ,KY,34
Pendleton County ,KY,43
Perry County ,KY,210
Pike County ,KY,366
Powell County ,KY,51
Pulaski County ,KY,328
Robertson County ,KY,22
Rockcastle County ,KY,69
Rowan County ,KY,79
Russell County ,KY,100
Scott County ,KY,124
Shelby County ,KY,186
Simpson County ,KY,104
Spencer County ,KY,67
Taylor County ,KY,145
Todd County ,KY,48
Trigg County ,KY,50
Trimble County ,KY,48
Union County ,KY,63
Warren County ,KY,427
Washington County ,KY,71
Wayne County ,KY,106
Webster County ,KY,52
Whitley County ,KY,234
Wolfe County ,KY,30
Woodford County ,KY,60
Statewide Unallocated,LA,0
Acadia Parish ,LA,301
Allen Parish ,LA,143
Ascension Parish ,LA,302
Assumption Parish ,LA,72
Avoyelles Parish ,LA,215
